PLZ;ORTSCHAFTS;STRASSENNA;HAUSNUMMER;GEOMX;GEOMY
8048;Zürich;Altstetterstrasse;216;8.483317517;47.38283336
8048;Zürich;Altstetterstrasse;209;8.484092512;47.38251175
8048;Zürich;Rautistrasse;130;8.483668144;47.38391592
8048;Zürich;Eugen-Huber-Strasse;19b;8.483419867;47.38508178
8048;Zürich;Eugen-Huber-Strasse;19d;8.483512227;47.38516252
8048;Zürich;Spirgartenstrasse;18;8.483312132;47.38683687
8048;Zürich;Spirgartenstrasse;14;8.483595952;47.38697386
8048;Zürich;Spirgartenstrasse;6a;8.484158824;47.38759936
8048;Zürich;Jakob-Fügli-Strasse;18;8.484007636;47.38872576
8048;Zürich;Badenerstrasse;696a;8.484040735;47.38911661
8048;Zürich;Bachmattstrasse;52;8.483391184;47.38971052
8048;Zürich;Bachmattstrasse;50;8.483756152;47.38982272
8048;Zürich;Badenerstrasse;696;8.484090093;47.3893215
8048;Zürich;Robert-Seidel-Hof;17;8.483442533;47.39036497
8048;Zürich;Robert-Seidel-Hof;2;8.483592974;47.39084373
8048;Zürich;Hohlstrasse;614c;8.48372973;47.39197601
8048;Zürich;Juchstrasse;1c;8.483537453;47.39433094
8064;Zürich;Bändlistrasse;124;8.483343554;47.40083684
8049;Zürich;Winzerhalde;93;8.484521436;47.40296224
8049;Zürich;Winzerhalde;95;8.48381126;47.40315938
8049;Zürich;Imbisbühlsteig;3;8.48393369;47.40670768
8049;Zürich;Imbisbühlsteig;6a;8.484465081;47.4066792
8049;Zürich;Imbisbühlsteig;9;8.484440851;47.40747574
8049;Zürich;Reinhold-Frei-Strasse;65;8.48387213;47.41057966
8049;Zürich;Regensdorferstrasse;187;8.483687848;47.4120869
8047;Zürich;Hagenbuchrain;104;8.484592116;47.36926479
8047;Zürich;Brünneliacker;7a;8.484941531;47.37171498
8047;Zürich;Brünneliacker;5;8.485150717;47.37162143
8047;Zürich;Brünneliacker;6;8.485243412;47.37194623
8047;Zürich;Hagenbuchrain;13;8.484364113;47.37221425
8047;Zürich;Schützenrain;2;8.485032849;47.37282699
8047;Zürich;Triemlistrasse;11;8.484393246;47.37374117
8047;Zürich;Püntstrasse;13;8.484793373;47.37403841
8047;Zürich;Triemlistrasse;23a;8.48523962;47.37397863
8047;Zürich;Triemlistrasse;25;8.485331447;47.37368783
8047;Zürich;Püntstrasse;10;8.484319654;47.37478019
8047;Zürich;Albisriederstrasse;377a;8.484541198;47.37498849
8047;Zürich;Albisriederstrasse;371;8.484739813;47.37519702
8047;Zürich;Albisriederstrasse;369;8.484911337;47.37524906
8047;Zürich;Altstetterstrasse;325;8.484264061;47.37633462
8047;Zürich;In der Breiti;11;8.484859147;47.37792456
8047;Zürich;Bachwiesenstrasse;115;8.485308479;47.37734858
8048;Zürich;Feldblumenweg;14;8.484278549;47.38143516
8048;Zürich;Feldblumenweg;10;8.484496531;47.38172785
8048;Zürich;Feldblumenweg;15;8.484988554;47.38221552
8048;Zürich;Zielackerstrasse;41;8.484433976;47.3829721
8048;Zürich;Feldblumenweg;7;8.484549588;47.38243121
8048;Zürich;Zielackerstrasse;37;8.484698305;47.38276066
8048;Zürich;Zielackerstrasse;35;8.484845677;47.38264372
8048;Zürich;Zielackerstrasse;31a;8.48508989;47.38238527
8048;Zürich;Rautistrasse;111;8.485324423;47.38279735
8048;Zürich;Zwyssigstrasse;15;8.484928088;47.38340844
8048;Zürich;Altstetterstrasse;193;8.484653239;47.38413737
8048;Zürich;Zwyssigstrasse;4;8.485477774;47.38441292
8048;Zürich;Altstetterstrasse;180;8.484851969;47.38555354
8048;Zürich;Altstetterstrasse;172;8.485116134;47.38602389
8048;Zürich;Pfarrhausstrasse;25;8.484434061;47.38710496
8048;Zürich;Badenerstrasse;682;8.485258275;47.38817926
8048;Zürich;Herrligstrasse;39;8.484864634;47.38863351
8048;Zürich;Herrligstrasse;33;8.485083482;47.38896788
8048;Zürich;Segnesstrasse;10;8.485293506;47.38841388
8048;Zürich;Bachmattstrasse;16;8.48440443;47.3907637
8048;Zürich;Bachmattstrasse;25;8.484841334;47.39080851
8048;Zürich;Bachmattweg;12;8.48528748;47.39090169
8048;Zürich;Herrligstrasse;16;8.48545247;47.39055918
8048;Zürich;Bachmattstrasse;2;8.48462038;47.39148194
8048;Zürich;Bachmattweg;3;8.485225256;47.39137672
8048;Zürich;Bachmattstrasse;5;8.485265324;47.3914407
8048;Zürich;Hohlstrasse;615a;8.485312408;47.39158476
8048;Zürich;Bachmattweg;7;8.485448334;47.39123597
8048;Zürich;Hohlstrasse;612;8.484470279;47.39203207
8064;Zürich;Bändliweg;7;8.485588489;47.3957914
8064;Zürich;Bändlistrasse;39;8.484980758;47.39615645
8064;Zürich;Bändlistrasse;37c;8.485192777;47.39627308
8064;Zürich;Bändlistrasse;116e;8.485374654;47.398556
8049;Zürich;Werdinsel;14;8.485656148;47.40036236
8049;Zürich;Winzerhalde;88;8.485584113;47.40289296
8049;Zürich;Bombachstrasse;32;8.485088292;47.4053563
8049;Zürich;Imbisbühlstrasse;113;8.485945598;47.40551423
8049;Zürich;Imbisbühlsteig;10;8.485070121;47.40629428
8049;Zürich;Imbisbühlsteig;10a;8.485163558;47.40645415
8049;Zürich;Reinhold-Frei-Strasse;23;8.485190703;47.40903905
8049;Zürich;Reinhold-Frei-Strasse;68;8.48537346;47.40975159
8049;Zürich;Giblenstrasse;19;8.485123913;47.41062094
8049;Zürich;Giblenstrasse;15;8.485134288;47.41032956
8049;Zürich;Regensdorferstrasse;166a;8.486029791;47.41093058
8049;Zürich;Heizenholz;47;8.485242215;47.41165408
8047;Zürich;Rossackerstrasse;149b;8.485883867;47.37099912
8047;Zürich;Goldackerweg;18;8.486542213;47.37076725
8047;Zürich;Schützenrain;16;8.485437088;47.37185717
8047;Zürich;Triemlistrasse;46;8.486369452;47.37239918
8047;Zürich;Triemlistrasse;25a;8.485442991;47.37364317
8047;Zürich;In der Wässeri;39;8.486097078;47.37343542
8047;Zürich;In der Wässeri;25;8.486598799;47.37361674
8047;Zürich;Püntstrasse;3;8.485747744;47.37482144
8047;Zürich;Albisriederstrasse;358;8.485554023;47.37558029
8047;Zürich;Albisriederstrasse;354;8.485971848;47.37560589
8047;Zürich;Wydlerweg;23;8.485734483;47.37686297
8047;Zürich;Wydlerweg;15;8.485876323;47.37632049
8047;Zürich;Wydlerweg;19a;8.486344606;47.37685672
8047;Zürich;Bachwiesenstrasse;115c;8.485686099;47.37725146
8047;Zürich;Bachwiesenstrasse;113;8.485761044;47.37751802
8047;Zürich;Bachwiesenstrasse;111a;8.485862303;47.37764373
8047;Zürich;Bachwiesenstrasse;52;8.486476234;47.3794178
8048;Zürich;Feldblumenweg;33;8.485546949;47.38104258
8048;Zürich;Feldblumenweg;25;8.485871587;47.38163252
8048;Zürich;Rautistrasse;107a;8.486038101;47.38264152
8048;Zürich;Rautistrasse;103;8.486326871;47.38252378
8048;Zürich;Rautistrasse;99;8.486634345;47.38237061
8048;Zürich;Rautistrasse;112;8.485674345;47.38316111
8048;Zürich;Saumackerstrasse;100;8.486284768;47.38353839
8048;Zürich;Saumackerstrasse;96;8.486786562;47.38377845
8048;Zürich;Eugen-Huber-Strasse;7;8.486222185;47.3844578
8048;Zürich;Eugen-Huber-Strasse;5;8.486475134;47.38442201
8048;Zürich;Lindenplatz;4;8.485886111;47.38722914
8048;Zürich;Altstetterstrasse;157;8.486705459;47.38693781
8048;Zürich;Segnesstrasse;7;8.486325032;47.38849829
8048;Zürich;Altstetterstrasse;140;8.486565419;47.38853672
8048;Zürich;Meier-Bosshard-Strasse;14;8.485666936;47.38931969
8048;Zürich;Meier-Bosshard-Strasse;12a;8.485939518;47.38941698
8048;Zürich;Bachmattweg;13a;8.485743648;47.39131331
8048;Zürich;Herrligstrasse;2a;8.485790053;47.39121247
8048;Zürich;Hohlstrasse;611;8.48591467;47.39140925
8048;Zürich;Herostrasse;12a;8.486383149;47.39407207
8048;Zürich;Bernerstrasse Süd;169;8.486136364;47.39453294
8064;Zürich;Grünauring;37;8.486393839;47.3963322
8049;Zürich;Winzerhalde;76;8.486896131;47.40210065
8049;Zürich;Winzerstrasse;99;8.486800561;47.40257705
8049;Zürich;Winzerstrasse;112c;8.486193199;47.40340838
8049;Zürich;Limmattalstrasse;341;8.486297963;47.40357576
8049;Zürich;Limmattalstrasse;320;8.487077483;47.40418926
8049;Zürich;Imbisbühlstrasse;103;8.486594795;47.40526642
8049;Zürich;Bombachstrasse;3;8.487111363;47.40489555
8049;Zürich;Bombachstrasse;1;8.487219781;47.40502878
8049;Zürich;Imbisbühlstrasse;122;8.48629091;47.40609994
8049;Zürich;Imbisbühlstrasse;126;8.48633346;47.40575262
8049;Zürich;Imbisbühlstrasse;110;8.487181418;47.40596885
8049;Zürich;Riedhofstrasse;287d;8.486872335;47.40699787
8049;Zürich;Riedhofstrasse;283e;8.487084603;47.40694096
8049;Zürich;Riedhofstrasse;253;8.487164017;47.4066492
8049;Zürich;Regensdorferstrasse;161;8.48609155;47.41045403
8049;Zürich;Regensdorferstrasse;157;8.486095907;47.41024701
8049;Zürich;Regensdorferstrasse;155;8.486254927;47.41008868
8049;Zürich;Regensdorferstrasse;158;8.486331871;47.41066051
8049;Zürich;Regensdorferstrasse;158a;8.486357033;47.41061329
8049;Zürich;Regensdorferstrasse;144a;8.486840525;47.41019179
8049;Zürich;Regensdorferstrasse;136a;8.487126307;47.41003795
8049;Zürich;Regensdorferstrasse;164a;8.486266991;47.41093584
8049;Zürich;Heizenholz;38;8.486883414;47.41113162
8047;Zürich;Rossackerstrasse;133;8.487270201;47.37067081
8047;Zürich;Im Heimgärtli;6;8.487718151;47.37090768
8047;Zürich;Goldackerweg;8;8.4865964;47.37161753
8047;Zürich;Goldackerweg;6a;8.4874734;47.37136089
8047;Zürich;Goldackerweg;4;8.487625659;47.37148208
8047;Zürich;Langgrütweg;90;8.487497401;47.37272071
8047;Zürich;Langgrütweg;92;8.487666213;47.3724986
8047;Zürich;Albisriederstrasse;347;8.486717598;47.3753554
8048;Zürich;Luggwegstrasse;140;8.487744192;47.38289811
8048;Zürich;Luggwegstrasse;142;8.487882128;47.38266947
8048;Zürich;Saumackerstrasse;107;8.487227664;47.38350089
8048;Zürich;Saumackerstrasse;95;8.487438436;47.38405784
8048;Zürich;Saumackerstrasse;89;8.487480828;47.38431953
8048;Zürich;Grimselstrasse;40;8.488009318;47.38513849
8048;Zürich;Saumackerstrasse;68;8.487555325;47.38604886
8048;Zürich;Saumackerstrasse;52a;8.487953527;47.38688983
8048;Zürich;Badenerstrasse;658;8.487977732;47.38751503
8048;Zürich;Bristenstrasse;30;8.487633364;47.38893146
8048;Zürich;Baslerstrasse;145;8.487460757;47.3893854
8048;Zürich;Baslerstrasse;143;8.487700725;47.38930534
8048;Zürich;Bristenstrasse;16;8.488061021;47.39000791
8048;Zürich;Altstetterstrasse;119c;8.487198339;47.39012251
8048;Zürich;Bristenstrasse;16a;8.487862401;47.39004277
8048;Zürich;Hohlstrasse;598;8.48792604;47.39158492
8048;Zürich;Herostrasse;7;8.4877422;47.39413484
8064;Zürich;Bernerstrasse Nord;176;8.487501424;47.3950417
8064;Zürich;Bernerstrasse Nord;160;8.488099607;47.39471594
8064;Zürich;Bernerstrasse Nord;164;8.488275403;47.39500499
8049;Zürich;Talchernsteig;1;8.487625025;47.40267914
8049;Zürich;Winzerstrasse;89a;8.48766683;47.40215325
8049;Zürich;Talchernsteig;5;8.487863559;47.40293699
8049;Zürich;Limmattalstrasse;328;8.487689979;47.40364104
8049;Zürich;Imbisbühlstrasse;96b;8.487227866;47.40537691
8049;Zürich;Imbisbühlstrasse;91;8.487567861;47.4048791
8049;Zürich;Riedhofstrasse;283;8.487310158;47.40689199
8049;Zürich;Wildenweg;11;8.488155981;47.40806738
8049;Zürich;Regensdorferstrasse;113;8.487557362;47.40938661
8049;Zürich;Heizenholz;4b;8.488379193;47.40936177
8055;Zürich;Birmensdorferstrasse;616;8.487873726;47.36815
8047;Zürich;Rossackerstrasse;117;8.488321187;47.36972803
8047;Zürich;Rossackerstrasse;112;8.488884198;47.36967138
8047;Zürich;Rossackerstrasse;128;8.487867252;47.37051329
8047;Zürich;Triemlistrasse;86a;8.48877623;47.37088366
8047;Zürich;Triemlistrasse;86;8.488928738;47.37083798
8047;Zürich;Goldackerweg;3;8.48794456;47.37135318
8047;Zürich;Eyhof;33;8.489021792;47.37164696
8047;Zürich;Langgrütweg;87;8.488677632;47.37262502
8047;Zürich;In der Ey;15;8.488137125;47.37468911
8047;Zürich;In der Ey;15a;8.488274407;47.37479897
8047;Zürich;Langgrütstrasse;192;8.488950542;47.37503261
8047;Zürich;Albisriederstrasse;330a;8.488161379;47.37605278
8047;Zürich;Albisriederstrasse;327a;8.488205;47.37540655
8047;Zürich;Fellenbergstrasse;307;8.488483717;47.37555585
8047;Zürich;Fellenbergstrasse;303;8.488548837;47.37543729
8047;Zürich;Else-Züblin-Strasse;66;8.488363448;47.3764882
8047;Zürich;Albisriederstrasse;318;8.488872458;47.37700732
8047;Zürich;Albisriederstrasse;320;8.488940876;47.37686324
8047;Zürich;Else-Züblin-Strasse;59;8.488445099;47.37740186
8047;Zürich;Else-Züblin-Strasse;37;8.488718361;47.37758088
8047;Zürich;Freilagerstrasse;79;8.488596701;47.37913842
8048;Zürich;Freilagerstrasse;92a;8.488566744;47.38144963
8048;Zürich;Luggwegstrasse;136a;8.488256578;47.38310162
8048;Zürich;Luggwegstrasse;135;8.488580768;47.38260184
8048;Zürich;Luggwegstrasse;129;8.488767111;47.38301673
8048;Zürich;Luggwegstrasse;130b;8.488386823;47.38345285
8048;Zürich;Saumackerstrasse;81c;8.488426504;47.38445747
8048;Zürich;Saumackerstrasse;81a;8.488662057;47.38430914
8048;Zürich;Grimselstrasse;35;8.488779976;47.38457231
8048;Zürich;Furkastrasse;15;8.488588082;47.38651516
8048;Zürich;Grimselstrasse;14;8.488776362;47.38623658
8048;Zürich;Badenerstrasse;659;8.488422704;47.38712611
8048;Zürich;Badenerstrasse;651a;8.489021496;47.38694088
8048;Zürich;Furkastrasse;10;8.48935767;47.38659396
8048;Zürich;Saumackerstrasse;37;8.488622391;47.38754396
8048;Zürich;Calandastrasse;15;8.488966425;47.38808943
8048;Zürich;Baslerstrasse;141;8.488203224;47.38910129
8048;Zürich;Saumackerstrasse;34a;8.488632877;47.3885877
8048;Zürich;Saumackerstrasse;30a;8.488650368;47.38862976
8048;Zürich;Bristenstrasse;17;8.488415028;47.38990262
8048;Zürich;Bristenstrasse;3;8.488696846;47.39057708
8048;Zürich;Hohlstrasse;561;8.488972702;47.39058451
8048;Zürich;Altstetterplatz;12;8.489301906;47.39131719
8048;Zürich;Vulkanplatz;33;8.489236714;47.39227073
8048;Zürich;Bernerstrasse Süd;155;8.488559307;47.39399316
8064;Zürich;Grünauring;14;8.489557438;47.39552251
8064;Zürich;Tüffenwies;33;8.488753071;47.39738645
8064;Zürich;Tüffenwies;31;8.489553316;47.39725656
8049;Zürich;Talchernstrasse;9;8.488778397;47.4027546
8049;Zürich;Limmattalstrasse;296;8.489148387;47.40352952
8049;Zürich;Lachenacker;11;8.489119739;47.40620284
8049;Zürich;Regensdorferstrasse;78a;8.489641666;47.40782595
8049;Zürich;Segantinistrasse;202a;8.489666717;47.40848517
8049;Zürich;Segantinistrasse;200a;8.489821058;47.40885798
8049;Zürich;Heizenholz;2a;8.488822477;47.40904348
8047;Zürich;Rosshalde;5;8.489284643;47.36883085
8047;Zürich;Rossackerstrasse;83;8.489657703;47.36869056
8047;Zürich;Rossackerstrasse;69;8.489930043;47.36846969
8047;Zürich;Rossackerstrasse;108;8.489067692;47.36952254
8047;Zürich;Rossackerstrasse;104;8.489248537;47.36937374
8047;Zürich;Triemlistrasse;104;8.489609804;47.36972234
8047;Zürich;Triemlistrasse;102;8.489964641;47.36967824
8047;Zürich;Eyhof;31;8.489213841;47.37173637
8047;Zürich;Eyhof;23;8.489644394;47.37178306
8047;Zürich;Eyhof;7;8.490043772;47.37138906
8047;Zürich;In der Ey;46;8.490330406;47.37243573
8047;Zürich;In der Ey;30;8.489846195;47.37322504
8047;Zürich;In der Ey;36;8.489899978;47.37282603
8047;Zürich;In der Ey;29;8.489868631;47.37398937
8047;Zürich;Langgrütstrasse;187;8.489198604;47.3745792
8047;Zürich;Grütstrasse;56;8.489629227;47.37583176
8047;Zürich;Grütstrasse;54;8.489726224;47.3759123
8047;Zürich;Liebensteinstrasse;8;8.490423846;47.37565205
8047;Zürich;Else-Züblin-Strasse;13;8.489555943;47.3768304
8047;Zürich;Albisriederstrasse;299;8.490239436;47.37648558
8047;Zürich;Else-Züblin-Strasse;19;8.489278135;47.37731823
8047;Zürich;Albisriederstrasse;308;8.489808232;47.37710079
8047;Zürich;Hädrichstrasse;6a;8.490249918;47.37905465
8047;Zürich;Freilagerstrasse;71;8.489287075;47.38025277
8047;Zürich;Rautistrasse;67;8.489372911;47.38159525
8048;Zürich;Rautistrasse;68a;8.490342528;47.38296946
8048;Zürich;Luggwegstrasse;109;8.489378063;47.38418486
8048;Zürich;Luggwegstrasse;85;8.490407837;47.3840199
8048;Zürich;Luggwegstrasse;65;8.490355446;47.3853462
8048;Zürich;Furkastrasse;7b;8.489440629;47.38634244
8048;Zürich;Furkastrasse;7;8.489604705;47.3862834
8048;Zürich;Furkastrasse;8;8.489647186;47.38654894
8048;Zürich;Badenerstrasse;631;8.490106406;47.38693487
8048;Zürich;Calandastrasse;3;8.489998081;47.38765075
8048;Zürich;Baslerstrasse;129;8.489541622;47.38863486
8048;Zürich;Hohlstrasse;558;8.490376418;47.39107912
8048;Zürich;Vulkanplatz;22;8.490204904;47.39203389
8048;Zürich;Aargauerstrasse;244;8.4901858;47.39293519
8048;Zürich;Aargauerstrasse;240;8.49046732;47.39283031
8048;Zürich;Geerenweg;14;8.490622081;47.3931754
8064;Zürich;Meierwiesenstrasse;62;8.490328957;47.39477905
8064;Zürich;Tüffenwies;28i;8.490400361;47.39749782
8064;Zürich;Tüffenwies;28k;8.49056545;47.39746555
8049;Zürich;Winzerstrasse;55;8.489888755;47.4010213
8049;Zürich;Winzerstrasse;49;8.490325368;47.4011596
8049;Zürich;Winzerstrasse;53a;8.490121659;47.40128298
8049;Zürich;Winzerstrasse;60a;8.490185882;47.40193317
8049;Zürich;Vorhaldenstrasse;43;8.490867936;47.40146385
8049;Zürich;Talchernstrasse;3;8.489839593;47.40261073
8049;Zürich;Bombachsteig;8;8.490296084;47.40360569
8049;Zürich;Lachenacker;2a;8.490643106;47.40550269
8049;Zürich;Lachenacker;14;8.490320621;47.4060842
8049;Zürich;Riedhofstrasse;90;8.491028386;47.40571324
8049;Zürich;Lachenacker;21;8.489865987;47.40657432
8049;Zürich;Lachenacker;18;8.490255849;47.40649187
8049;Zürich;Regensdorferstrasse;79;8.490590932;47.40667161
8049;Zürich;Segantinistrasse;215;8.49014522;47.40758365
8049;Zürich;Segantinistrasse;192b;8.490038851;47.4085538
8049;Zürich;Segantinistrasse;186;8.491066316;47.40824953
8049;Zürich;Kappenbühlstrasse;155;8.49083426;47.41136307
8047;Zürich;Rossackerstrasse;47;8.490651323;47.36818074
8047;Zürich;Rossackerstrasse;32;8.491499379;47.36817926
8047;Zürich;Triemlistrasse;114;8.490388806;47.36926843
8047;Zürich;Triemlistrasse;122;8.490732001;47.36888751
8047;Zürich;Triemlistrasse;132a;8.491543611;47.36914108
8047;Zürich;Triemlistrasse;110;8.490394739;47.36958925
8047;Zürich;In der Ey;78;8.491421334;47.3700005
8047;Zürich;In der Ey;41;8.491335372;47.37276481
8047;Zürich;Langgrütstrasse;161;8.490588848;47.37421985
8047;Zürich;Langgrütstrasse;159;8.490835145;47.37382684
8047;Zürich;Langgrütstrasse;160;8.4912407;47.37442461
8047;Zürich;Fellenbergstrasse;285a;8.4907914;47.37493331
8047;Zürich;Fellenbergstrasse;277a;8.491360199;47.37498407
8047;Zürich;Liebensteinstrasse;6b;8.490728363;47.37587226
8047;Zürich;Liebensteinstrasse;6a;8.490749174;47.375823
8047;Zürich;Fellenbergstrasse;286;8.490790298;47.37541688
8047;Zürich;Albisriederstrasse;291;8.49071188;47.37672785
8047;Zürich;Grütstrasse;26;8.491418972;47.37685825
8047;Zürich;Albisriederstrasse;276;8.491723951;47.3776248
8047;Zürich;Hädrichstrasse;7a;8.491176051;47.37812349
8047;Zürich;Freilagerstrasse;19;8.49162373;47.37869586
8047;Zürich;Rautistrasse;33;8.49167535;47.38092117
8048;Zürich;Luggwegstrasse;67c;8.491706831;47.38224637
8048;Zürich;Luggwegstrasse;81;8.490621703;47.38396829
8048;Zürich;Badenerstrasse;627;8.491796531;47.38616909
8048;Zürich;Baslerstrasse;116;8.491496667;47.38823498
8048;Zürich;Baslerstrasse;114a;8.491916413;47.38807252
8048;Zürich;Luggwegstrasse;10;8.491045817;47.38909555
8048;Zürich;Luggwegstrasse;10;8.491066459;47.38912064
8048;Zürich;Hohlstrasse;543;8.491049921;47.39002432
8048;Zürich;Vulkanplatz;10;8.491662901;47.39153585
8048;Zürich;Vulkanplatz;3;8.491439404;47.39196975
8048;Zürich;Geerenweg;16;8.490975823;47.3928775
8048;Zürich;Geerenweg;10;8.491125161;47.39313297
8048;Zürich;Aargauerstrasse;210;8.491262903;47.39264376
8048;Zürich;Geerenweg;13;8.491549435;47.39300389
8064;Zürich;Meierwiesenstrasse;58;8.490958045;47.39511632
8064;Zürich;Tüffenwies;17;8.491269275;47.39666434
8064;Zürich;Tüffenwies;26;8.49206395;47.39735642
8064;Zürich;Tüffenwies;22;8.492049533;47.3978695
8049;Zürich;Winzerhalde;20a;8.491784581;47.4001408
8049;Zürich;Winzerhalde;26;8.492095015;47.4002904
8049;Zürich;Winzerhalde;18;8.49215672;47.39995515
8049;Zürich;Winzerstrasse;35;8.491338247;47.40082577
